timestamp,open,high,low,close,volume
2026-06-17 22:00:00,1.1822,1.1888,1.1715,1.184,4776170.6
2026-06-17 23:00:00,1.1839,1.1888,1.1839,1.1868,2287082.2
2026-06-18 00:00:00,1.1868,1.1915,1.186,1.1871,1668872.0
2026-06-18 01:00:00,1.1871,1.1923,1.1854,1.1889,3163079.7
2026-06-18 02:00:00,1.189,1.1914,1.1887,1.1897,1846080.5
2026-06-18 03:00:00,1.1897,1.1898,1.1782,1.1788,3383286.5
2026-06-18 04:00:00,1.1788,1.1791,1.1672,1.1695,5567842.3
2026-06-18 05:00:00,1.1694,1.1694,1.1628,1.1677,4687380.0
2026-06-18 06:00:00,1.1677,1.1716,1.1639,1.1708,2658472.5
2026-06-18 07:00:00,1.1708,1.1815,1.1686,1.1787,3866071.9
2026-06-18 08:00:00,1.1788,1.1819,1.1766,1.1784,3791924.3
2026-06-18 09:00:00,1.1784,1.1825,1.1765,1.1786,3335166.1
2026-06-18 10:00:00,1.1787,1.1787,1.1674,1.1691,5306146.4
2026-06-18 11:00:00,1.1691,1.1712,1.1615,1.1645,4152556.9
2026-06-18 12:00:00,1.1645,1.1709,1.1635,1.1689,4157491.9
2026-06-18 13:00:00,1.1689,1.1726,1.1557,1.1611,7559306.3
2026-06-18 14:00:00,1.1611,1.17,1.1556,1.16,4655170.8
2026-06-18 15:00:00,1.16,1.1605,1.1329,1.1379,16284366.3
2026-06-18 16:00:00,1.1379,1.1484,1.1369,1.1476,6823490.3
2026-06-18 17:00:00,1.1477,1.149,1.1379,1.1433,3927377.7
2026-06-18 18:00:00,1.1434,1.1469,1.1367,1.1384,4071970.2
2026-06-18 19:00:00,1.1384,1.1466,1.1352,1.1436,5176234.4
2026-06-18 20:00:00,1.1437,1.1548,1.1437,1.1522,5853407.9
2026-06-18 21:00:00,1.1523,1.1523,1.1423,1.145,4035619.2
2026-06-18 22:00:00,1.1449,1.1484,1.1419,1.1472,5037574.7
2026-06-18 23:00:00,1.1471,1.1477,1.1426,1.1465,3169427.0
2026-06-19 00:00:00,1.1466,1.1502,1.1433,1.149,2606223.2
2026-06-19 01:00:00,1.1491,1.1522,1.1446,1.1513,3119964.7
2026-06-19 02:00:00,1.1512,1.153,1.1453,1.1483,2856185.0
2026-06-19 03:00:00,1.1484,1.1499,1.1366,1.1391,6604981.4
2026-06-19 04:00:00,1.139,1.1404,1.1256,1.1275,6470975.5
2026-06-19 05:00:00,1.1275,1.1336,1.1273,1.1335,2298217.3
2026-06-19 06:00:00,1.1334,1.1362,1.1282,1.1341,3967843.0
2026-06-19 07:00:00,1.134,1.134,1.1214,1.1254,5102022.3
2026-06-19 08:00:00,1.1255,1.1311,1.1245,1.1268,2872301.3
2026-06-19 09:00:00,1.1268,1.1284,1.1223,1.1249,2407789.8
2026-06-19 10:00:00,1.1248,1.127,1.1211,1.1252,2580174.6
2026-06-19 11:00:00,1.1252,1.1291,1.1223,1.1274,2862503.5
2026-06-19 12:00:00,1.1274,1.1322,1.1187,1.1314,4454463.9
2026-06-19 13:00:00,1.1315,1.144,1.129,1.1397,5277498.6
2026-06-19 14:00:00,1.1397,1.142,1.1344,1.1366,3446927.1
2026-06-19 15:00:00,1.1365,1.1383,1.1328,1.137,1904076.8
2026-06-19 16:00:00,1.1371,1.1391,1.1292,1.1304,2441024.1
